Edge ID <> Lane ID,Source,Destination,Length,Speed Limit,Road Type
AH0AG0 <> AH0AG0_0,AH0,AG0,485.6,22.22,local road
AH0AG0 <> AH0AG0_1,AH0,AG0,485.6,22.22,local road
AH0AH1 <> AH0AH1_0,AH0,AH1,482.4,13.89,local road
AH0AI0 <> AH0AI0_0,AH0,AI0,485.6,22.22,local road
AH0AI0 <> AH0AI0_1,AH0,AI0,485.6,22.22,local road
AH10AG10 <> AH10AG10_0,AH10,AG10,485.6,22.22,local road
AH10AG10 <> AH10AG10_1,AH10,AG10,485.6,22.22,local road
AH10AH9 <> AH10AH9_0,AH10,AH9,482.4,13.89,local road
AH10AI10 <> AH10AI10_0,AH10,AI10,485.6,22.22,local road
AH10AI10 <> AH10AI10_1,AH10,AI10,485.6,22.22,local road
AH1AG1 <> AH1AG1_0,AH1,AG1,485.6,13.89,local road
AH1AH0 <> AH1AH0_0,AH1,AH0,482.4,13.89,local road
AH1AH2 <> AH1AH2_0,AH1,AH2,485.6,13.89,local road
AH1AI1 <> AH1AI1_0,AH1,AI1,485.6,13.89,local road
AH2AG2 <> AH2AG2_0,AH2,AG2,485.6,13.89,local road
AH2AH1 <> AH2AH1_0,AH2,AH1,485.6,13.89,local road
AH2AH3 <> AH2AH3_0,AH2,AH3,485.6,13.89,local road
AH2AI2 <> AH2AI2_0,AH2,AI2,485.6,13.89,local road
AH3AG3 <> AH3AG3_0,AH3,AG3,485.6,13.89,local road
AH3AH2 <> AH3AH2_0,AH3,AH2,485.6,13.89,local road
AH3AH4 <> AH3AH4_0,AH3,AH4,485.6,13.89,local road
AH3AI3 <> AH3AI3_0,AH3,AI3,485.6,13.89,local road
AH4AG4 <> AH4AG4_0,AH4,AG4,485.6,13.89,local road
AH4AH3 <> AH4AH3_0,AH4,AH3,485.6,13.89,local road
AH4AH5 <> AH4AH5_0,AH4,AH5,482.4,13.89,local road
AH4AI4 <> AH4AI4_0,AH4,AI4,485.6,13.89,local road
AH5AG5 <> AH5AG5_0,AH5,AG5,485.6,22.22,local road
AH5AG5 <> AH5AG5_1,AH5,AG5,485.6,22.22,local road
AH5AH4 <> AH5AH4_0,AH5,AH4,482.4,13.89,local road
AH5AH6 <> AH5AH6_0,AH5,AH6,482.4,13.89,local road
AH5AI5 <> AH5AI5_0,AH5,AI5,485.6,22.22,local road
AH5AI5 <> AH5AI5_1,AH5,AI5,485.6,22.22,local road
AH6AG6 <> AH6AG6_0,AH6,AG6,485.6,13.89,local road
AH6AH5 <> AH6AH5_0,AH6,AH5,482.4,13.89,local road
AH6AH7 <> AH6AH7_0,AH6,AH7,485.6,13.89,local road
AH6AI6 <> AH6AI6_0,AH6,AI6,485.6,13.89,local road
AH7AG7 <> AH7AG7_0,AH7,AG7,485.6,13.89,local road
AH7AH6 <> AH7AH6_0,AH7,AH6,485.6,13.89,local road
AH7AH8 <> AH7AH8_0,AH7,AH8,485.6,13.89,local road
AH7AI7 <> AH7AI7_0,AH7,AI7,485.6,13.89,local road
AH8AG8 <> AH8AG8_0,AH8,AG8,485.6,13.89,local road
AH8AH7 <> AH8AH7_0,AH8,AH7,485.6,13.89,local road
AH8AH9 <> AH8AH9_0,AH8,AH9,485.6,13.89,local road
AH8AI8 <> AH8AI8_0,AH8,AI8,485.6,13.89,local road
AH9AG9 <> AH9AG9_0,AH9,AG9,485.6,13.89,local road
AH9AH10 <> AH9AH10_0,AH9,AH10,482.4,13.89,local road
AH9AH8 <> AH9AH8_0,AH9,AH8,485.6,13.89,local road
AH9AI9 <> AH9AI9_0,AH9,AI9,485.6,13.89,local road
AI0AH0 <> AI0AH0_0,AI0,AH0,485.6,22.22,local road
AI0AH0 <> AI0AH0_1,AI0,AH0,485.6,22.22,local road
AI0AI1 <> AI0AI1_0,AI0,AI1,482.4,13.89,local road
AI0AJ0 <> AI0AJ0_0,AI0,AJ0,485.6,22.22,local road
AI0AJ0 <> AI0AJ0_1,AI0,AJ0,485.6,22.22,local road
AI10AH10 <> AI10AH10_0,AI10,AH10,485.6,22.22,local road
AI10AH10 <> AI10AH10_1,AI10,AH10,485.6,22.22,local road
AI10AI9 <> AI10AI9_0,AI10,AI9,482.4,13.89,local road
AI10AJ10 <> AI10AJ10_0,AI10,AJ10,485.6,22.22,local road
AI10AJ10 <> AI10AJ10_1,AI10,AJ10,485.6,22.22,local road
AI1AH1 <> AI1AH1_0,AI1,AH1,485.6,13.89,local road
AI1AI0 <> AI1AI0_0,AI1,AI0,482.4,13.89,local road
AI1AI2 <> AI1AI2_0,AI1,AI2,485.6,13.89,local road
AI1AJ1 <> AI1AJ1_0,AI1,AJ1,485.6,13.89,local road
AI2AH2 <> AI2AH2_0,AI2,AH2,485.6,13.89,local road
AI2AI1 <> AI2AI1_0,AI2,AI1,485.6,13.89,local road
AI2AI3 <> AI2AI3_0,AI2,AI3,485.6,13.89,local road
AI3AH3 <> AI3AH3_0,AI3,AH3,485.6,13.89,local road
AI3AI2 <> AI3AI2_0,AI3,AI2,485.6,13.89,local road
AI3AI4 <> AI3AI4_0,AI3,AI4,485.6,13.89,local road
AI3AJ3 <> AI3AJ3_0,AI3,AJ3,485.6,13.89,local road
AI4AH4 <> AI4AH4_0,AI4,AH4,485.6,13.89,local road
AI4AI3 <> AI4AI3_0,AI4,AI3,485.6,13.89,local road
AI4AI5 <> AI4AI5_0,AI4,AI5,482.4,13.89,local road
AI4AJ4 <> AI4AJ4_0,AI4,AJ4,485.6,13.89,local road
AI5AH5 <> AI5AH5_0,AI5,AH5,485.6,22.22,local road
AI5AH5 <> AI5AH5_1,AI5,AH5,485.6,22.22,local road
AI5AI4 <> AI5AI4_0,AI5,AI4,482.4,13.89,local road
AI5AI6 <> AI5AI6_0,AI5,AI6,482.4,13.89,local road
AI5AJ5 <> AI5AJ5_0,AI5,AJ5,485.6,22.22,local road
AI5AJ5 <> AI5AJ5_1,AI5,AJ5,485.6,22.22,local road
AI6AH6 <> AI6AH6_0,AI6,AH6,485.6,13.89,local road
AI6AI5 <> AI6AI5_0,AI6,AI5,482.4,13.89,local road
AI6AI7 <> AI6AI7_0,AI6,AI7,485.6,13.89,local road
AI6AJ6 <> AI6AJ6_0,AI6,AJ6,485.6,13.89,local road
AI7AH7 <> AI7AH7_0,AI7,AH7,485.6,13.89,local road
AI7AI6 <> AI7AI6_0,AI7,AI6,485.6,13.89,local road
AI7AI8 <> AI7AI8_0,AI7,AI8,485.6,13.89,local road
AI7AJ7 <> AI7AJ7_0,AI7,AJ7,485.6,13.89,local road
AI8AH8 <> AI8AH8_0,AI8,AH8,485.6,13.89,local road
AI8AI7 <> AI8AI7_0,AI8,AI7,485.6,13.89,local road
AI8AI9 <> AI8AI9_0,AI8,AI9,485.6,13.89,local road
AI9AH9 <> AI9AH9_0,AI9,AH9,485.6,13.89,local road
AI9AI10 <> AI9AI10_0,AI9,AI10,482.4,13.89,local road
AI9AI8 <> AI9AI8_0,AI9,AI8,485.6,13.89,local road
AI9AJ9 <> AI9AJ9_0,AI9,AJ9,485.6,13.89,local road
AJ0AI0 <> AJ0AI0_0,AJ0,AI0,485.6,22.22,local road
AJ0AI0 <> AJ0AI0_1,AJ0,AI0,485.6,22.22,local road
AJ0AJ1 <> AJ0AJ1_0,AJ0,AJ1,476.71,13.89,local road
AJ0AK0 <> AJ0AK0_0,AJ0,AK0,312.56,22.22,local road
AJ0AK0 <> AJ0AK0_1,AJ0,AK0,312.56,22.22,local road
AJ10AI10 <> AJ10AI10_0,AJ10,AI10,485.6,22.22,local road
AJ10AI10 <> AJ10AI10_1,AJ10,AI10,485.6,22.22,local road
AJ10AJ9 <> AJ10AJ9_0,AJ10,AJ9,482.4,13.89,local road
AJ10AK10 <> AJ10AK10_0,AJ10,AK10,486.4,22.22,local road
AJ10AK10 <> AJ10AK10_1,AJ10,AK10,486.4,22.22,local road
AJ1AI1 <> AJ1AI1_0,AJ1,AI1,485.6,13.89,local road
AJ1AJ0 <> AJ1AJ0_0,AJ1,AJ0,476.71,13.89,local road
AJ1AJ2 <> AJ1AJ2_0,AJ1,AJ2,485.6,13.89,local road
AJ1AK1 <> AJ1AK1_0,AJ1,AK1,476.7,13.89,local road
AJ2AJ1 <> AJ2AJ1_0,AJ2,AJ1,485.6,13.89,local road
AJ2AJ3 <> AJ2AJ3_0,AJ2,AJ3,485.6,13.89,local road
AJ2AK2 <> AJ2AK2_0,AJ2,AK2,482.4,13.89,local road
AJ3AI3 <> AJ3AI3_0,AJ3,AI3,485.6,13.89,local road
AJ3AJ2 <> AJ3AJ2_0,AJ3,AJ2,485.6,13.89,local road
AJ3AJ4 <> AJ3AJ4_0,AJ3,AJ4,485.6,13.89,local road
AJ3AK3 <> AJ3AK3_0,AJ3,AK3,482.4,13.89,local road
AJ4AI4 <> AJ4AI4_0,AJ4,AI4,485.6,13.89,local road
AJ4AJ3 <> AJ4AJ3_0,AJ4,AJ3,485.6,13.89,local road
AJ4AJ5 <> AJ4AJ5_0,AJ4,AJ5,482.4,13.89,local road
AJ4AK4 <> AJ4AK4_0,AJ4,AK4,482.4,13.89,local road
AJ5AI5 <> AJ5AI5_0,AJ5,AI5,485.6,22.22,local road
AJ5AI5 <> AJ5AI5_1,AJ5,AI5,485.6,22.22,local road
AJ5AJ4 <> AJ5AJ4_0,AJ5,AJ4,482.4,13.89,local road
AJ5AJ6 <> AJ5AJ6_0,AJ5,AJ6,482.4,13.89,local road
AJ5AK5 <> AJ5AK5_0,AJ5,AK5,482.4,22.22,local road
AJ5AK5 <> AJ5AK5_1,AJ5,AK5,482.4,22.22,local road
AJ6AI6 <> AJ6AI6_0,AJ6,AI6,485.6,13.89,local road
AJ6AJ5 <> AJ6AJ5_0,AJ6,AJ5,482.4,13.89,local road
AJ6AJ7 <> AJ6AJ7_0,AJ6,AJ7,485.6,13.89,local road
AJ6AK6 <> AJ6AK6_0,AJ6,AK6,482.4,13.89,local road
AJ7AI7 <> AJ7AI7_0,AJ7,AI7,485.6,13.89,local road
AJ7AJ6 <> AJ7AJ6_0,AJ7,AJ6,485.6,13.89,local road
AJ7AJ8 <> AJ7AJ8_0,AJ7,AJ8,485.6,13.89,local road
AJ7AK7 <> AJ7AK7_0,AJ7,AK7,482.4,13.89,local road
AJ8AJ7 <> AJ8AJ7_0,AJ8,AJ7,485.6,13.89,local road
AJ8AJ9 <> AJ8AJ9_0,AJ8,AJ9,485.6,13.89,local road
AJ8AK8 <> AJ8AK8_0,AJ8,AK8,482.4,13.89,local road
AJ9AI9 <> AJ9AI9_0,AJ9,AI9,485.6,13.89,local road
AJ9AJ10 <> AJ9AJ10_0,AJ9,AJ10,482.4,13.89,local road
AJ9AJ8 <> AJ9AJ8_0,AJ9,AJ8,485.6,13.89,local road
AJ9AK9 <> AJ9AK9_0,AJ9,AK9,482.4,13.89,local road
AK0AJ0 <> AK0AJ0_0,AK0,AJ0,312.56,22.22,local road
AK0AJ0 <> AK0AJ0_1,AK0,AJ0,312.56,22.22,local road
AK0AK1 <> AK0AK1_0,AK0,AK1,337.99,22.22,local road
AK0AK1 <> AK0AK1_1,AK0,AK1,337.99,22.22,local road
AK10AJ10 <> AK10AJ10_0,AK10,AJ10,486.4,22.22,local road
AK10AJ10 <> AK10AJ10_1,AK10,AJ10,486.4,22.22,local road
AK10AK9 <> AK10AK9_0,AK10,AK9,486.4,22.22,local road
AK10AK9 <> AK10AK9_1,AK10,AK9,486.4,22.22,local road
AK1AJ1 <> AK1AJ1_0,AK1,AJ1,476.7,13.89,local road
AK1AK0 <> AK1AK0_0,AK1,AK0,337.99,22.22,local road
AK1AK0 <> AK1AK0_1,AK1,AK0,337.99,22.22,local road
AK1AK2 <> AK1AK2_0,AK1,AK2,485.6,22.22,local road
AK1AK2 <> AK1AK2_1,AK1,AK2,485.6,22.22,local road
AK2AJ2 <> AK2AJ2_0,AK2,AJ2,482.4,13.89,local road
AK2AK1 <> AK2AK1_0,AK2,AK1,485.6,22.22,local road
AK2AK1 <> AK2AK1_1,AK2,AK1,485.6,22.22,local road
AK2AK3 <> AK2AK3_0,AK2,AK3,485.6,22.22,local road
AK2AK3 <> AK2AK3_1,AK2,AK3,485.6,22.22,local road
AK3AJ3 <> AK3AJ3_0,AK3,AJ3,482.4,13.89,local road
AK3AK2 <> AK3AK2_0,AK3,AK2,485.6,22.22,local road
AK3AK2 <> AK3AK2_1,AK3,AK2,485.6,22.22,local road
AK3AK4 <> AK3AK4_0,AK3,AK4,485.6,22.22,local road
AK3AK4 <> AK3AK4_1,AK3,AK4,485.6,22.22,local road
AK4AJ4 <> AK4AJ4_0,AK4,AJ4,482.4,13.89,local road
AK4AK3 <> AK4AK3_0,AK4,AK3,485.6,22.22,local road
AK4AK3 <> AK4AK3_1,AK4,AK3,485.6,22.22,local road
AK4AK5 <> AK4AK5_0,AK4,AK5,479.18,22.22,local road
AK4AK5 <> AK4AK5_1,AK4,AK5,479.18,22.22,local road
AK5AJ5 <> AK5AJ5_0,AK5,AJ5,482.4,22.22,local road
AK5AJ5 <> AK5AJ5_1,AK5,AJ5,482.4,22.22,local road
AK5AK4 <> AK5AK4_0,AK5,AK4,479.18,22.22,local road
AK5AK4 <> AK5AK4_1,AK5,AK4,479.18,22.22,local road
AK5AK6 <> AK5AK6_0,AK5,AK6,479.22,22.22,local road
AK5AK6 <> AK5AK6_1,AK5,AK6,479.22,22.22,local road
AK6AJ6 <> AK6AJ6_0,AK6,AJ6,482.4,13.89,local road
AK6AK5 <> AK6AK5_0,AK6,AK5,479.22,22.22,local road
AK6AK5 <> AK6AK5_1,AK6,AK5,479.22,22.22,local road
AK6AK7 <> AK6AK7_0,AK6,AK7,485.6,22.22,local road
AK6AK7 <> AK6AK7_1,AK6,AK7,485.6,22.22,local road
AK7AJ7 <> AK7AJ7_0,AK7,AJ7,482.4,13.89,local road
AK7AK6 <> AK7AK6_0,AK7,AK6,485.6,22.22,local road
AK7AK6 <> AK7AK6_1,AK7,AK6,485.6,22.22,local road
AK7AK8 <> AK7AK8_0,AK7,AK8,485.6,22.22,local road
AK7AK8 <> AK7AK8_1,AK7,AK8,485.6,22.22,local road
AK8AJ8 <> AK8AJ8_0,AK8,AJ8,482.4,13.89,local road
AK8AK7 <> AK8AK7_0,AK8,AK7,485.6,22.22,local road
AK8AK7 <> AK8AK7_1,AK8,AK7,485.6,22.22,local road
AK8AK9 <> AK8AK9_0,AK8,AK9,485.6,22.22,local road
AK8AK9 <> AK8AK9_1,AK8,AK9,485.6,22.22,local road
AK9AJ9 <> AK9AJ9_0,AK9,AJ9,482.4,13.89,local road
AK9AK10 <> AK9AK10_0,AK9,AK10,486.4,22.22,local road
AK9AK10 <> AK9AK10_1,AK9,AK10,486.4,22.22,local road
AK9AK8 <> AK9AK8_0,AK9,AK8,485.6,22.22,local road
AK9AK8 <> AK9AK8_1,AK9,AK8,485.6,22.22,local road
AN0AN1 <> AN0AN1_0,AN0,AN1,486.4,22.22,local road
AN0AN1 <> AN0AN1_1,AN0,AN1,486.4,22.22,local road
AN0AO0 <> AN0AO0_0,AN0,AO0,486.4,22.22,local road
AN0AO0 <> AN0AO0_1,AN0,AO0,486.4,22.22,local road
AN10AN9 <> AN10AN9_0,AN10,AN9,313.94,22.22,local road
AN10AN9 <> AN10AN9_1,AN10,AN9,313.94,22.22,local road
AN10AO10 <> AN10AO10_0,AN10,AO10,336.27,22.22,local road
AN10AO10 <> AN10AO10_1,AN10,AO10,336.27,22.22,local road
AN1AN0 <> AN1AN0_0,AN1,AN0,486.4,22.22,local road
AN1AN0 <> AN1AN0_1,AN1,AN0,486.4,22.22,local road
AN1AN2 <> AN1AN2_0,AN1,AN2,485.6,22.22,local road
AN1AN2 <> AN1AN2_1,AN1,AN2,485.6,22.22,local road
AN1AO1 <> AN1AO1_0,AN1,AO1,482.4,13.89,local road
AN2AN1 <> AN2AN1_0,AN2,AN1,485.6,22.22,local road
AN2AN1 <> AN2AN1_1,AN2,AN1,485.6,22.22,local road
AN2AN3 <> AN2AN3_0,AN2,AN3,485.6,22.22,local road
AN2AN3 <> AN2AN3_1,AN2,AN3,485.6,22.22,local road
AN2AO2 <> AN2AO2_0,AN2,AO2,482.4,13.89,local road
AN3AN2 <> AN3AN2_0,AN3,AN2,485.6,22.22,local road
AN3AN2 <> AN3AN2_1,AN3,AN2,485.6,22.22,local road
AN3AN4 <> AN3AN4_0,AN3,AN4,485.6,22.22,local road
AN3AN4 <> AN3AN4_1,AN3,AN4,485.6,22.22,local road
AN3AO3 <> AN3AO3_0,AN3,AO3,482.4,13.89,local road
AN4AN3 <> AN4AN3_0,AN4,AN3,485.6,22.22,local road
AN4AN3 <> AN4AN3_1,AN4,AN3,485.6,22.22,local road
AN4AN5 <> AN4AN5_0,AN4,AN5,479.17,22.22,local road
AN4AN5 <> AN4AN5_1,AN4,AN5,479.17,22.22,local road
AN4AO4 <> AN4AO4_0,AN4,AO4,482.4,13.89,local road
AN5AN4 <> AN5AN4_0,AN5,AN4,479.17,22.22,local road
AN5AN4 <> AN5AN4_1,AN5,AN4,479.17,22.22,local road
AN5AN6 <> AN5AN6_0,AN5,AN6,479.23,22.22,local road
AN5AN6 <> AN5AN6_1,AN5,AN6,479.23,22.22,local road
AN5AO5 <> AN5AO5_0,AN5,AO5,482.4,22.22,local road
AN5AO5 <> AN5AO5_1,AN5,AO5,482.4,22.22,local road
AN6AN5 <> AN6AN5_0,AN6,AN5,479.23,22.22,local road
AN6AN5 <> AN6AN5_1,AN6,AN5,479.23,22.22,local road
AN6AN7 <> AN6AN7_0,AN6,AN7,485.6,22.22,local road
AN6AN7 <> AN6AN7_1,AN6,AN7,485.6,22.22,local road
AN6AO6 <> AN6AO6_0,AN6,AO6,482.4,13.89,local road
AN7AN6 <> AN7AN6_0,AN7,AN6,485.6,22.22,local road
AN7AN6 <> AN7AN6_1,AN7,AN6,485.6,22.22,local road
AN7AN8 <> AN7AN8_0,AN7,AN8,485.6,22.22,local road
AN7AN8 <> AN7AN8_1,AN7,AN8,485.6,22.22,local road
AN7AO7 <> AN7AO7_0,AN7,AO7,482.4,13.89,local road
AN8AN7 <> AN8AN7_0,AN8,AN7,485.6,22.22,local road
AN8AN7 <> AN8AN7_1,AN8,AN7,485.6,22.22,local road
AN8AN9 <> AN8AN9_0,AN8,AN9,485.6,22.22,local road
AN8AN9 <> AN8AN9_1,AN8,AN9,485.6,22.22,local road
AN8AO8 <> AN8AO8_0,AN8,AO8,482.4,13.89,local road
AN9AN10 <> AN9AN10_0,AN9,AN10,313.94,22.22,local road
AN9AN10 <> AN9AN10_1,AN9,AN10,313.94,22.22,local road
AN9AN8 <> AN9AN8_0,AN9,AN8,485.6,22.22,local road
AN9AN8 <> AN9AN8_1,AN9,AN8,485.6,22.22,local road
AN9AO9 <> AN9AO9_0,AN9,AO9,476.61,13.89,local road
AO0AN0 <> AO0AN0_0,AO0,AN0,486.4,22.22,local road
AO0AN0 <> AO0AN0_1,AO0,AN0,486.4,22.22,local road
AO0AO1 <> AO0AO1_0,AO0,AO1,482.4,13.89,local road
AO0AP0 <> AO0AP0_0,AO0,AP0,485.6,22.22,local road
AO0AP0 <> AO0AP0_1,AO0,AP0,485.6,22.22,local road
AO10AN10 <> AO10AN10_0,AO10,AN10,336.27,22.22,local road
AO10AN10 <> AO10AN10_1,AO10,AN10,336.27,22.22,local road
AO10AO9 <> AO10AO9_0,AO10,AO9,476.6,13.89,local road
AO10AP10 <> AO10AP10_0,AO10,AP10,485.6,22.22,local road
AO10AP10 <> AO10AP10_1,AO10,AP10,485.6,22.22,local road
AO1AN1 <> AO1AN1_0,AO1,AN1,482.4,13.89,local road
AO1AO0 <> AO1AO0_0,AO1,AO0,482.4,13.89,local road
AO1AO2 <> AO1AO2_0,AO1,AO2,485.6,13.89,local road
AO1AP1 <> AO1AP1_0,AO1,AP1,485.6,13.89,local road
AO2AN2 <> AO2AN2_0,AO2,AN2,482.4,13.89,local road
AO2AO1 <> AO2AO1_0,AO2,AO1,485.6,13.89,local road
AO2AO3 <> AO2AO3_0,AO2,AO3,485.6,13.89,local road
AO2AP2 <> AO2AP2_0,AO2,AP2,485.6,13.89,local road
AO3AN3 <> AO3AN3_0,AO3,AN3,482.4,13.89,local road
AO3AO2 <> AO3AO2_0,AO3,AO2,485.6,13.89,local road
AO3AO4 <> AO3AO4_0,AO3,AO4,485.6,13.89,local road
AO3AP3 <> AO3AP3_0,AO3,AP3,485.6,13.89,local road
AO4AN4 <> AO4AN4_0,AO4,AN4,482.4,13.89,local road
AO4AO3 <> AO4AO3_0,AO4,AO3,485.6,13.89,local road
AO4AO5 <> AO4AO5_0,AO4,AO5,482.4,13.89,local road
AO4AP4 <> AO4AP4_0,AO4,AP4,485.6,13.89,local road
AO5AN5 <> AO5AN5_0,AO5,AN5,482.4,22.22,local road
AO5AN5 <> AO5AN5_1,AO5,AN5,482.4,22.22,local road
AO5AO4 <> AO5AO4_0,AO5,AO4,482.4,13.89,local road
AO5AO6 <> AO5AO6_0,AO5,AO6,482.4,13.89,local road
AO5AP5 <> AO5AP5_0,AO5,AP5,485.6,22.22,local road
AO5AP5 <> AO5AP5_1,AO5,AP5,485.6,22.22,local road
AO6AN6 <> AO6AN6_0,AO6,AN6,482.4,13.89,local road
AO6AO5 <> AO6AO5_0,AO6,AO5,482.4,13.89,local road
AO6AO7 <> AO6AO7_0,AO6,AO7,485.6,13.89,local road
AO6AP6 <> AO6AP6_0,AO6,AP6,485.6,13.89,local road
AO7AN7 <> AO7AN7_0,AO7,AN7,482.4,13.89,local road
AO7AO6 <> AO7AO6_0,AO7,AO6,485.6,13.89,local road
AO7AO8 <> AO7AO8_0,AO7,AO8,485.6,13.89,local road
AO8AN8 <> AO8AN8_0,AO8,AN8,482.4,13.89,local road
AO8AO7 <> AO8AO7_0,AO8,AO7,485.6,13.89,local road
AO8AO9 <> AO8AO9_0,AO8,AO9,485.6,13.89,local road
AO8AP8 <> AO8AP8_0,AO8,AP8,485.6,13.89,local road
AO9AN9 <> AO9AN9_0,AO9,AN9,476.61,13.89,local road
AO9AO10 <> AO9AO10_0,AO9,AO10,476.6,13.89,local road
AO9AO8 <> AO9AO8_0,AO9,AO8,485.6,13.89,local road
AO9AP9 <> AO9AP9_0,AO9,AP9,485.6,13.89,local road
AP0AO0 <> AP0AO0_0,AP0,AO0,485.6,22.22,local road
AP0AO0 <> AP0AO0_1,AP0,AO0,485.6,22.22,local road
AP0AP1 <> AP0AP1_0,AP0,AP1,482.4,13.89,local road
AP0AQ0 <> AP0AQ0_0,AP0,AQ0,485.6,22.22,local road
AP0AQ0 <> AP0AQ0_1,AP0,AQ0,485.6,22.22,local road
AP10AO10 <> AP10AO10_0,AP10,AO10,485.6,22.22,local road
AP10AO10 <> AP10AO10_1,AP10,AO10,485.6,22.22,local road
AP10AP9 <> AP10AP9_0,AP10,AP9,482.4,13.89,local road
AP10AQ10 <> AP10AQ10_0,AP10,AQ10,485.6,22.22,local road
AP10AQ10 <> AP10AQ10_1,AP10,AQ10,485.6,22.22,local road
AP1AO1 <> AP1AO1_0,AP1,AO1,485.6,13.89,local road
AP1AP0 <> AP1AP0_0,AP1,AP0,482.4,13.89,local road
AP1AP2 <> AP1AP2_0,AP1,AP2,485.6,13.89,local road
AP1AQ1 <> AP1AQ1_0,AP1,AQ1,485.6,13.89,local road
AP2AO2 <> AP2AO2_0,AP2,AO2,485.6,13.89,local road
AP2AP1 <> AP2AP1_0,AP2,AP1,485.6,13.89,local road
AP2AP3 <> AP2AP3_0,AP2,AP3,485.6,13.89,local road
AP2AQ2 <> AP2AQ2_0,AP2,AQ2,485.6,13.89,local road
AP3AO3 <> AP3AO3_0,AP3,AO3,485.6,13.89,local road
AP3AP2 <> AP3AP2_0,AP3,AP2,485.6,13.89,local road
AP3AQ3 <> AP3AQ3_0,AP3,AQ3,485.6,13.89,local road
AP4AO4 <> AP4AO4_0,AP4,AO4,485.6,13.89,local road
AP4AP5 <> AP4AP5_0,AP4,AP5,482.4,13.89,local road
AP4AQ4 <> AP4AQ4_0,AP4,AQ4,485.6,13.89,local road
AP5AO5 <> AP5AO5_0,AP5,AO5,485.6,22.22,local road
AP5AO5 <> AP5AO5_1,AP5,AO5,485.6,22.22,local road
AP5AP4 <> AP5AP4_0,AP5,AP4,482.4,13.89,local road
AP5AP6 <> AP5AP6_0,AP5,AP6,482.4,13.89,local road
AP5AQ5 <> AP5AQ5_0,AP5,AQ5,485.6,22.22,local road
AP5AQ5 <> AP5AQ5_1,AP5,AQ5,485.6,22.22,local road
AP6AO6 <> AP6AO6_0,AP6,AO6,485.6,13.89,local road
AP6AP5 <> AP6AP5_0,AP6,AP5,482.4,13.89,local road
AP6AP7 <> AP6AP7_0,AP6,AP7,485.6,13.89,local road
AP6AQ6 <> AP6AQ6_0,AP6,AQ6,485.6,13.89,local road
AP7AP6 <> AP7AP6_0,AP7,AP6,485.6,13.89,local road
AP7AP8 <> AP7AP8_0,AP7,AP8,485.6,13.89,local road
AP7AQ7 <> AP7AQ7_0,AP7,AQ7,485.6,13.89,local road
AP8AO8 <> AP8AO8_0,AP8,AO8,485.6,13.89,local road
AP8AP7 <> AP8AP7_0,AP8,AP7,485.6,13.89,local road
AP8AP9 <> AP8AP9_0,AP8,AP9,485.6,13.89,local road
AP8AQ8 <> AP8AQ8_0,AP8,AQ8,485.6,13.89,local road
AP9AO9 <> AP9AO9_0,AP9,AO9,485.6,13.89,local road
AP9AP10 <> AP9AP10_0,AP9,AP10,482.4,13.89,local road
AP9AP8 <> AP9AP8_0,AP9,AP8,485.6,13.89,local road
AP9AQ9 <> AP9AQ9_0,AP9,AQ9,485.6,13.89,local road
AQ0AP0 <> AQ0AP0_0,AQ0,AP0,485.6,22.22,local road
AQ0AP0 <> AQ0AP0_1,AQ0,AP0,485.6,22.22,local road
AQ0AQ1 <> AQ0AQ1_0,AQ0,AQ1,482.4,13.89,local road
AQ0AR0 <> AQ0AR0_0,AQ0,AR0,485.6,22.22,local road
AQ0AR0 <> AQ0AR0_1,AQ0,AR0,485.6,22.22,local road
AQ10AP10 <> AQ10AP10_0,AQ10,AP10,485.6,22.22,local road
AQ10AP10 <> AQ10AP10_1,AQ10,AP10,485.6,22.22,local road
AQ10AQ9 <> AQ10AQ9_0,AQ10,AQ9,482.4,13.89,local road
AQ10AR10 <> AQ10AR10_0,AQ10,AR10,485.6,22.22,local road
AQ10AR10 <> AQ10AR10_1,AQ10,AR10,485.6,22.22,local road
AQ1AP1 <> AQ1AP1_0,AQ1,AP1,485.6,13.89,local road
AQ1AQ0 <> AQ1AQ0_0,AQ1,AQ0,482.4,13.89,local road
AQ1AR1 <> AQ1AR1_0,AQ1,AR1,485.6,13.89,local road
AQ2AP2 <> AQ2AP2_0,AQ2,AP2,485.6,13.89,local road
AQ2AQ3 <> AQ2AQ3_0,AQ2,AQ3,485.6,13.89,local road
AQ2AR2 <> AQ2AR2_0,AQ2,AR2,485.6,13.89,local road
AQ3AP3 <> AQ3AP3_0,AQ3,AP3,485.6,13.89,local road
AQ3AQ2 <> AQ3AQ2_0,AQ3,AQ2,485.6,13.89,local road
AQ3AQ4 <> AQ3AQ4_0,AQ3,AQ4,485.6,13.89,local road
AQ3AR3 <> AQ3AR3_0,AQ3,AR3,485.6,13.89,local road
AQ4AP4 <> AQ4AP4_0,AQ4,AP4,485.6,13.89,local road
AQ4AQ3 <> AQ4AQ3_0,AQ4,AQ3,485.6,13.89,local road
AQ4AQ5 <> AQ4AQ5_0,AQ4,AQ5,482.4,13.89,local road
AQ4AR4 <> AQ4AR4_0,AQ4,AR4,485.6,13.89,local road
AQ5AP5 <> AQ5AP5_0,AQ5,AP5,485.6,22.22,local road
AQ5AP5 <> AQ5AP5_1,AQ5,AP5,485.6,22.22,local road
